subject,index,weight,i,j,k,x(mm),y(mm),z(mm)
16,640254,1.0000,69,60,65,-46,-8,56
16,640343,1.0000,67,61,65,-42,-6,56
16,640344,1.0000,68,61,65,-44,-6,56
16,640345,1.0000,69,61,65,-46,-6,56
16,640800,1.0000,69,66,65,-46,4,56
16,650170,1.0000,66,60,66,-40,-8,58
16,650171,1.0000,67,60,66,-42,-8,58
16,650172,1.0000,68,60,66,-44,-8,58
16,650260,1.0000,65,61,66,-38,-6,58
16,650261,1.0000,66,61,66,-40,-6,58
16,650262,1.0000,67,61,66,-42,-6,58
16,650263,1.0000,68,61,66,-44,-6,58
16,650264,1.0000,69,61,66,-46,-6,58
16,650352,1.0000,66,62,66,-40,-4,58
16,650353,1.0000,67,62,66,-42,-4,58
16,650354,1.0000,68,62,66,-44,-4,58
16,650355,1.0000,69,62,66,-46,-4,58
16,660089,1.0000,66,60,67,-40,-8,60
16,660179,1.0000,65,61,67,-38,-6,60
16,660180,1.0000,66,61,67,-40,-6,60
16,660181,1.0000,67,61,67,-42,-6,60
16,660270,1.0000,65,62,67,-38,-4,60
16,660271,1.0000,66,62,67,-40,-4,60
16,660272,1.0000,67,62,67,-42,-4,60
16,660273,1.0000,68,62,67,-44,-4,60
16,660362,1.0000,66,63,67,-40,-2,60
16,660363,1.0000,67,63,67,-42,-2,60
16,670098,1.0000,65,61,68,-38,-6,62
16,670189,1.0000,65,62,68,-38,-4,62
16,670190,1.0000,66,62,68,-40,-4,62
16,670280,1.0000,65,63,68,-38,-2,62
16,670281,1.0000,66,63,68,-40,-2,62
