ROI,Subject,Effect,Session/Partition,LocalizerSize,EffectSize
2,221_KAN_evDB_20140808_PL2017,N_lm, 1,74,1.360119
2,221_KAN_evDB_20140808_PL2017,N_lo, 1,74,2.449051
2,221_KAN_evDB_20140808_PL2017,AJ_hi, 1,74,2.241117
2,221_KAN_evDB_20140808_PL2017,AJ_hm, 1,74,4.529422
2,221_KAN_evDB_20140808_PL2017,AJ_lm, 1,74,2.391857
2,221_KAN_evDB_20140808_PL2017,AJ_lo, 1,74,-3.380146
2,221_KAN_evDB_20140808_PL2017,V_hi, 1,74,-0.010168
2,221_KAN_evDB_20140808_PL2017,V_hm, 1,74,1.939003
2,221_KAN_evDB_20140808_PL2017,V_lm, 1,74,1.572977
2,221_KAN_evDB_20140808_PL2017,V_lo, 1,74,1.167632
2,221_KAN_evDB_20140808_PL2017,AV_hi, 1,74,1.256420
2,221_KAN_evDB_20140808_PL2017,AV_hm, 1,74,0.056875
2,221_KAN_evDB_20140808_PL2017,AV_lm, 1,74,2.978086
2,221_KAN_evDB_20140808_PL2017,AV_lo, 1,74,3.412629
2,221_KAN_evDB_20140808_PL2017,FW_hi, 1,74,2.104370
2,221_KAN_evDB_20140808_PL2017,FW_lo, 1,74,1.304471
2,223_KAN_evDB_20140820a_PL2017,N_hi, 1,74,3.184576
2,223_KAN_evDB_20140820a_PL2017,N_hm, 1,74,1.465848
2,223_KAN_evDB_20140820a_PL2017,N_lm, 1,74,0.205734
2,223_KAN_evDB_20140820a_PL2017,N_lo, 1,74,6.096427
2,223_KAN_evDB_20140820a_PL2017,AJ_hi, 1,74,6.076711
2,223_KAN_evDB_20140820a_PL2017,AJ_hm, 1,74,5.559553
2,223_KAN_evDB_20140820a_PL2017,AJ_lm, 1,74,-0.899748
2,223_KAN_evDB_20140820a_PL2017,AJ_lo, 1,74,-1.556577
2,223_KAN_evDB_20140820a_PL2017,V_hi, 1,74,3.568105
2,223_KAN_evDB_20140820a_PL2017,V_hm, 1,74,3.636812
2,223_KAN_evDB_20140820a_PL2017,V_lm, 1,74,2.047868
2,223_KAN_evDB_20140820a_PL2017,V_lo, 1,74,-2.653803
2,223_KAN_evDB_20140820a_PL2017,AV_hi, 1,74,0.877920
2,223_KAN_evDB_20140820a_PL2017,AV_hm, 1,74,0.743627
2,223_KAN_evDB_20140820a_PL2017,AV_lm, 1,74,2.521326
2,223_KAN_evDB_20140820a_PL2017,AV_lo, 1,74,4.580448
2,223_KAN_evDB_20140820a_PL2017,FW_hi, 1,74,-0.874646
2,223_KAN_evDB_20140820a_PL2017,FW_lo, 1,74,4.254690
2,214_KAN_evDB_20141103b_PL2017,N_hi, 1,74,-0.840507
2,214_KAN_evDB_20141103b_PL2017,N_hm, 1,74,2.227274
2,214_KAN_evDB_20141103b_PL2017,N_lm, 1,74,1.316642
2,214_KAN_evDB_20141103b_PL2017,N_lo, 1,74,1.347195
2,214_KAN_evDB_20141103b_PL2017,AJ_hi, 1,74,2.368724
2,214_KAN_evDB_20141103b_PL2017,AJ_hm, 1,74,2.049813
2,214_KAN_evDB_20141103b_PL2017,AJ_lm, 1,74,0.208954
2,214_KAN_evDB_20141103b_PL2017,AJ_lo, 1,74,0.167154
2,214_KAN_evDB_20141103b_PL2017,V_hi, 1,74,0.790026
2,214_KAN_evDB_20141103b_PL2017,V_hm, 1,74,-0.655619
2,214_KAN_evDB_20141103b_PL2017,V_lm, 1,74,1.179150
2,214_KAN_evDB_20141103b_PL2017,V_lo, 1,74,0.469584
2,214_KAN_evDB_20141103b_PL2017,AV_hi, 1,74,1.527855
2,214_KAN_evDB_20141103b_PL2017,AV_hm, 1,74,1.426678
2,214_KAN_evDB_20141103b_PL2017,AV_lm, 1,74,0.698238
2,214_KAN_evDB_20141103b_PL2017,AV_lo, 1,74,1.355588
2,214_KAN_evDB_20141103b_PL2017,FW_hi, 1,74,1.354569
2,214_KAN_evDB_20141103b_PL2017,FW_lo, 1,74,0.483605
2,240_KAN_evDB_20141103a_PL2017,N_hi, 1,74,2.276437
2,240_KAN_evDB_20141103a_PL2017,N_hm, 1,74,-1.446019
2,240_KAN_evDB_20141103a_PL2017,N_lm, 1,74,-0.344129
2,240_KAN_evDB_20141103a_PL2017,N_lo, 1,74,-1.085547
2,240_KAN_evDB_20141103a_PL2017,AJ_hi, 1,74,-0.784239
2,240_KAN_evDB_20141103a_PL2017,AJ_hm, 1,74,2.439288
2,240_KAN_evDB_20141103a_PL2017,AJ_lm, 1,74,0.470597
2,240_KAN_evDB_20141103a_PL2017,AJ_lo, 1,74,-2.043695
2,240_KAN_evDB_20141103a_PL2017,V_hi, 1,74,0.113853
2,240_KAN_evDB_20141103a_PL2017,V_hm, 1,74,-0.038446
2,240_KAN_evDB_20141103a_PL2017,V_lm, 1,74,1.591668
2,240_KAN_evDB_20141103a_PL2017,V_lo, 1,74,3.031142
2,240_KAN_evDB_20141103a_PL2017,AV_hi, 1,74,-2.115552
2,240_KAN_evDB_20141103a_PL2017,AV_hm, 1,74,-2.592585
2,240_KAN_evDB_20141103a_PL2017,AV_lm, 1,74,4.935903
2,240_KAN_evDB_20141103a_PL2017,AV_lo, 1,74,3.551451
2,240_KAN_evDB_20141103a_PL2017,FW_hi, 1,74,4.388285
2,240_KAN_evDB_20141103a_PL2017,FW_lo, 1,74,-2.046648
2,227_KAN_evDB_20141201c2_PL2017,N_hi, 1,74,2.308893
2,227_KAN_evDB_20141201c2_PL2017,N_hm, 1,74,-0.603444
2,227_KAN_evDB_20141201c2_PL2017,N_lm, 1,74,-1.314612
2,227_KAN_evDB_20141201c2_PL2017,N_lo, 1,74,2.952482
2,227_KAN_evDB_20141201c2_PL2017,AJ_hi, 1,74,1.718917
2,227_KAN_evDB_20141201c2_PL2017,AJ_hm, 1,74,1.045512
2,227_KAN_evDB_20141201c2_PL2017,AJ_lm, 1,74,1.895867
2,227_KAN_evDB_20141201c2_PL2017,AJ_lo, 1,74,-0.092519
2,227_KAN_evDB_20141201c2_PL2017,V_hi, 1,74,0.640219
2,227_KAN_evDB_20141201c2_PL2017,V_hm, 1,74,2.083176
2,227_KAN_evDB_20141201c2_PL2017,V_lm, 1,74,-2.090898
2,227_KAN_evDB_20141201c2_PL2017,V_lo, 1,74,-2.641847
2,227_KAN_evDB_20141201c2_PL2017,AV_hi, 1,74,-0.450410
2,227_KAN_evDB_20141201c2_PL2017,AV_hm, 1,74,-1.149067
2,227_KAN_evDB_20141201c2_PL2017,AV_lm, 1,74,1.554987
2,227_KAN_evDB_20141201c2_PL2017,AV_lo, 1,74,1.050746
2,227_KAN_evDB_20141201c2_PL2017,FW_hi, 1,74,-0.267779
2,227_KAN_evDB_20141201c2_PL2017,FW_lo, 1,74,2.692200
2,192_KAN_EvDB_20150211b_PL2017,N_hi, 1,74,-2.976197
2,192_KAN_EvDB_20150211b_PL2017,N_hm, 1,74,1.407023
2,192_KAN_EvDB_20150211b_PL2017,N_lm, 1,74,1.707005
2,192_KAN_EvDB_20150211b_PL2017,N_lo, 1,74,-2.825225
2,192_KAN_EvDB_20150211b_PL2017,AJ_hi, 1,74,-2.266895
2,192_KAN_EvDB_20150211b_PL2017,AJ_hm, 1,74,-3.173617
2,192_KAN_EvDB_20150211b_PL2017,AJ_lm, 1,74,-1.928055
2,192_KAN_EvDB_20150211b_PL2017,AJ_lo, 1,74,1.426719
2,192_KAN_EvDB_20150211b_PL2017,V_hi, 1,74,-2.273266
2,192_KAN_EvDB_20150211b_PL2017,V_hm, 1,74,-3.595246
2,192_KAN_EvDB_20150211b_PL2017,V_lm, 1,74,1.077212
2,192_KAN_EvDB_20150211b_PL2017,V_lo, 1,74,2.025020
2,192_KAN_EvDB_20150211b_PL2017,AV_hi, 1,74,-0.303253
2,192_KAN_EvDB_20150211b_PL2017,AV_hm, 1,74,-1.026207
2,192_KAN_EvDB_20150211b_PL2017,AV_lm, 1,74,-1.783003
2,192_KAN_EvDB_20150211b_PL2017,AV_lo, 1,74,-2.957314
2,192_KAN_EvDB_20150211b_PL2017,FW_hi, 1,74,-0.170715
2,192_KAN_EvDB_20150211b_PL2017,FW_lo, 1,74,-4.593910
2,253_KAN_EvDB_20150211a_PL2017,N_hi, 1,74,2.468169
2,253_KAN_EvDB_20150211a_PL2017,N_hm, 1,74,-3.964747
2,253_KAN_EvDB_20150211a_PL2017,N_lm, 1,74,0.713084
2,253_KAN_EvDB_20150211a_PL2017,N_lo, 1,74,6.612192
2,253_KAN_EvDB_20150211a_PL2017,AJ_hi, 1,74,1.282908
2,253_KAN_EvDB_20150211a_PL2017,AJ_hm, 1,74,4.226270
2,253_KAN_EvDB_20150211a_PL2017,AJ_lm, 1,74,1.377254
2,253_KAN_EvDB_20150211a_PL2017,AJ_lo, 1,74,-4.277207
2,253_KAN_EvDB_20150211a_PL2017,V_hi, 1,74,6.055499
2,253_KAN_EvDB_20150211a_PL2017,V_hm, 1,74,8.826299
2,253_KAN_EvDB_20150211a_PL2017,V_lm, 1,74,-2.869738
2,253_KAN_EvDB_20150211a_PL2017,V_lo, 1,74,-2.677468
2,253_KAN_EvDB_20150211a_PL2017,AV_hi, 1,74,1.855368
2,253_KAN_EvDB_20150211a_PL2017,AV_hm, 1,74,-0.493014
2,253_KAN_EvDB_20150211a_PL2017,AV_lm, 1,74,1.417486
2,253_KAN_EvDB_20150211a_PL2017,AV_lo, 1,74,4.040185
2,253_KAN_EvDB_20150211a_PL2017,FW_hi, 1,74,-4.105019
2,253_KAN_EvDB_20150211a_PL2017,FW_lo, 1,74,6.025914
2,254_KAN_EvDB_20150211c_PL2017,N_hi, 1,74,2.812154
2,254_KAN_EvDB_20150211c_PL2017,N_hm, 1,74,1.319395
2,254_KAN_EvDB_20150211c_PL2017,N_lm, 1,74,0.059792
2,254_KAN_EvDB_20150211c_PL2017,N_lo, 1,74,1.076718
2,254_KAN_EvDB_20150211c_PL2017,AJ_hi, 1,74,3.069993
2,254_KAN_EvDB_20150211c_PL2017,AJ_hm, 1,74,1.743755
2,254_KAN_EvDB_20150211c_PL2017,AJ_lm, 1,74,1.445375
2,254_KAN_EvDB_20150211c_PL2017,AJ_lo, 1,74,1.430132
2,254_KAN_EvDB_20150211c_PL2017,V_hi, 1,74,1.493369
2,254_KAN_EvDB_20150211c_PL2017,V_hm, 1,74,2.201328
2,254_KAN_EvDB_20150211c_PL2017,V_lm, 1,74,1.726132
2,254_KAN_EvDB_20150211c_PL2017,V_lo, 1,74,1.814060
2,254_KAN_EvDB_20150211c_PL2017,AV_hi, 1,74,0.464412
2,254_KAN_EvDB_20150211c_PL2017,AV_hm, 1,74,1.991527
2,254_KAN_EvDB_20150211c_PL2017,AV_lm, 1,74,2.465753
2,254_KAN_EvDB_20150211c_PL2017,AV_lo, 1,74,1.282466
2,254_KAN_EvDB_20150211c_PL2017,FW_hi, 1,74,-0.243372
2,254_KAN_EvDB_20150211c_PL2017,FW_lo, 1,74,2.179078
2,117_KAN_EvDB_20150217c_PL2017,N_hi, 1,74,1.235874
2,117_KAN_EvDB_20150217c_PL2017,N_hm, 1,74,-1.723043
2,117_KAN_EvDB_20150217c_PL2017,N_lm, 1,74,-0.774527
2,117_KAN_EvDB_20150217c_PL2017,N_lo, 1,74,6.060105
2,117_KAN_EvDB_20150217c_PL2017,AJ_hi, 1,74,3.059529
2,117_KAN_EvDB_20150217c_PL2017,AJ_hm, 1,74,2.014716
2,117_KAN_EvDB_20150217c_PL2017,AJ_lm, 1,74,-1.202336
2,117_KAN_EvDB_20150217c_PL2017,AJ_lo, 1,74,-0.521607
2,117_KAN_EvDB_20150217c_PL2017,V_hi, 1,74,2.755517
2,117_KAN_EvDB_20150217c_PL2017,V_hm, 1,74,2.926627
2,117_KAN_EvDB_20150217c_PL2017,V_lm, 1,74,0.457828
2,117_KAN_EvDB_20150217c_PL2017,V_lo, 1,74,-2.354262
2,117_KAN_EvDB_20150217c_PL2017,AV_hi, 1,74,1.386222
2,117_KAN_EvDB_20150217c_PL2017,AV_hm, 1,74,0.678042
2,117_KAN_EvDB_20150217c_PL2017,AV_lm, 1,74,-0.555767
2,117_KAN_EvDB_20150217c_PL2017,AV_lo, 1,74,0.746343
2,117_KAN_EvDB_20150217c_PL2017,FW_hi, 1,74,-2.917597
2,117_KAN_EvDB_20150217c_PL2017,FW_lo, 1,74,6.069240
2,127_KAN_EvDB_20150217a_PL2017,N_hi, 1,74,1.350508
2,127_KAN_EvDB_20150217a_PL2017,N_hm, 1,74,2.815417
2,127_KAN_EvDB_20150217a_PL2017,N_lm, 1,74,2.917539
2,127_KAN_EvDB_20150217a_PL2017,N_lo, 1,74,2.687488
2,127_KAN_EvDB_20150217a_PL2017,AJ_hi, 1,74,2.856780
2,127_KAN_EvDB_20150217a_PL2017,AJ_hm, 1,74,1.249597
2,127_KAN_EvDB_20150217a_PL2017,AJ_lm, 1,74,3.983352
2,127_KAN_EvDB_20150217a_PL2017,AJ_lo, 1,74,1.225053
2,127_KAN_EvDB_20150217a_PL2017,V_hi, 1,74,3.188201
2,127_KAN_EvDB_20150217a_PL2017,V_hm, 1,74,3.824026
2,127_KAN_EvDB_20150217a_PL2017,V_lm, 1,74,1.157043
2,127_KAN_EvDB_20150217a_PL2017,V_lo, 1,74,2.106573
2,127_KAN_EvDB_20150217a_PL2017,AV_hi, 1,74,3.797568
2,127_KAN_EvDB_20150217a_PL2017,AV_hm, 1,74,3.399583
2,127_KAN_EvDB_20150217a_PL2017,AV_lm, 1,74,3.038089
2,127_KAN_EvDB_20150217a_PL2017,AV_lo, 1,74,4.565895
2,127_KAN_EvDB_20150217a_PL2017,FW_hi, 1,74,2.921022
2,127_KAN_EvDB_20150217a_PL2017,FW_lo, 1,74,5.501115
2,259_KAN_EvDB_20150224c_PL2017,N_hi, 1,74,2.811980
2,259_KAN_EvDB_20150224c_PL2017,N_hm, 1,74,3.504598
2,259_KAN_EvDB_20150224c_PL2017,N_lm, 1,74,3.841071
2,259_KAN_EvDB_20150224c_PL2017,N_lo, 1,74,3.590184
2,259_KAN_EvDB_20150224c_PL2017,AJ_hi, 1,74,4.401749
2,259_KAN_EvDB_20150224c_PL2017,AJ_hm, 1,74,1.831215
2,259_KAN_EvDB_20150224c_PL2017,AJ_lm, 1,74,3.940566
2,259_KAN_EvDB_20150224c_PL2017,AJ_lo, 1,74,5.428995
2,259_KAN_EvDB_20150224c_PL2017,V_hi, 1,74,1.684726
2,259_KAN_EvDB_20150224c_PL2017,V_hm, 1,74,2.438829
2,259_KAN_EvDB_20150224c_PL2017,V_lm, 1,74,2.870886
2,259_KAN_EvDB_20150224c_PL2017,V_lo, 1,74,2.045642
2,259_KAN_EvDB_20150224c_PL2017,AV_hi, 1,74,4.345967
2,259_KAN_EvDB_20150224c_PL2017,AV_hm, 1,74,5.708622
2,259_KAN_EvDB_20150224c_PL2017,AV_lm, 1,74,2.314130
2,259_KAN_EvDB_20150224c_PL2017,AV_lo, 1,74,0.201138
2,259_KAN_EvDB_20150224c_PL2017,FW_hi, 1,74,1.950409
2,259_KAN_EvDB_20150224c_PL2017,FW_lo, 1,74,4.468616
2,264_KAN_EvDB_20150310c_PL2017,N_hi, 1,74,1.695282
2,264_KAN_EvDB_20150310c_PL2017,N_hm, 1,74,0.738809
2,264_KAN_EvDB_20150310c_PL2017,N_lm, 1,74,1.780272
2,264_KAN_EvDB_20150310c_PL2017,N_lo, 1,74,1.485370
2,264_KAN_EvDB_20150310c_PL2017,AJ_hi, 1,74,1.902096
2,264_KAN_EvDB_20150310c_PL2017,AJ_hm, 1,74,1.811849
2,264_KAN_EvDB_20150310c_PL2017,AJ_lm, 1,74,1.256684
2,264_KAN_EvDB_20150310c_PL2017,AJ_lo, 1,74,1.226855
2,264_KAN_EvDB_20150310c_PL2017,V_hi, 1,74,0.530587
2,264_KAN_EvDB_20150310c_PL2017,V_hm, 1,74,1.296924
2,264_KAN_EvDB_20150310c_PL2017,V_lm, 1,74,0.825914
2,264_KAN_EvDB_20150310c_PL2017,V_lo, 1,74,0.679953
2,264_KAN_EvDB_20150310c_PL2017,AV_hi, 1,74,0.377311
2,264_KAN_EvDB_20150310c_PL2017,AV_hm, 1,74,0.153186
2,264_KAN_EvDB_20150310c_PL2017,AV_lm, 1,74,0.637969
2,264_KAN_EvDB_20150310c_PL2017,AV_lo, 1,74,0.641038
2,264_KAN_EvDB_20150310c_PL2017,FW_hi, 1,74,1.459889
2,264_KAN_EvDB_20150310c_PL2017,FW_lo, 1,74,1.862026
3,208_KAN_evDB_20140121a_PL2017,N_hi, 1,46,2.335759
3,208_KAN_evDB_20140121a_PL2017,N_hm, 1,46,3.450994
3,208_KAN_evDB_20140121a_PL2017,N_lm, 1,46,0.965954
3,208_KAN_evDB_20140121a_PL2017,N_lo, 1,46,1.424061
3,208_KAN_evDB_20140121a_PL2017,AJ_hi, 1,46,2.590236
3,208_KAN_evDB_20140121a_PL2017,AJ_hm, 1,46,4.847925
3,208_KAN_evDB_20140121a_PL2017,AJ_lm, 1,46,-0.896604
3,208_KAN_evDB_20140121a_PL2017,AJ_lo, 1,46,-5.066185
3,208_KAN_evDB_20140121a_PL2017,V_hi, 1,46,-0.652125
3,208_KAN_evDB_20140121a_PL2017,V_hm, 1,46,-1.381358
3,208_KAN_evDB_20140121a_PL2017,V_lm, 1,46,4.245458
3,208_KAN_evDB_20140121a_PL2017,V_lo, 1,46,3.925491
3,208_KAN_evDB_20140121a_PL2017,AV_hi, 1,46,-2.010517
3,208_KAN_evDB_20140121a_PL2017,AV_hm, 1,46,-2.975457
3,208_KAN_evDB_20140121a_PL2017,AV_lm, 1,46,2.413299
3,208_KAN_evDB_20140121a_PL2017,AV_lo, 1,46,2.580031
3,208_KAN_evDB_20140121a_PL2017,FW_hi, 1,46,1.635003
3,208_KAN_evDB_20140121a_PL2017,FW_lo, 1,46,-1.551176
3,209_KAN_evDB_20140224_PL2017,N_hi, 1,46,-0.060701
3,209_KAN_evDB_20140224_PL2017,N_hm, 1,46,1.079692
3,209_KAN_evDB_20140224_PL2017,N_lm, 1,46,3.224171
3,209_KAN_evDB_20140224_PL2017,N_lo, 1,46,-1.825232
3,209_KAN_evDB_20140224_PL2017,AJ_hi, 1,46,2.025484
3,209_KAN_evDB_20140224_PL2017,AJ_hm, 1,46,4.059160
3,209_KAN_evDB_20140224_PL2017,AJ_lm, 1,46,0.882811
3,209_KAN_evDB_20140224_PL2017,AJ_lo, 1,46,-2.505718
3,209_KAN_evDB_20140224_PL2017,V_hi, 1,46,0.848193
3,209_KAN_evDB_20140224_PL2017,V_hm, 1,46,-0.124971
3,209_KAN_evDB_20140224_PL2017,V_lm, 1,46,2.521078
3,209_KAN_evDB_20140224_PL2017,V_lo, 1,46,2.848589
3,209_KAN_evDB_20140224_PL2017,AV_hi, 1,46,0.506971
3,209_KAN_evDB_20140224_PL2017,AV_hm, 1,46,0.395358
3,209_KAN_evDB_20140224_PL2017,AV_lm, 1,46,2.354443
3,209_KAN_evDB_20140224_PL2017,AV_lo, 1,46,5.047218
3,209_KAN_evDB_20140224_PL2017,FW_hi, 1,46,5.817491
3,209_KAN_evDB_20140224_PL2017,FW_lo, 1,46,-1.552049
3,210_KAN_evDB_20140303a_PL2017,N_hi, 1,46,3.594847
3,210_KAN_evDB_20140303a_PL2017,N_hm, 1,46,0.863348
3,210_KAN_evDB_20140303a_PL2017,N_lm, 1,46,1.947617
3,210_KAN_evDB_20140303a_PL2017,N_lo, 1,46,3.521475
3,210_KAN_evDB_20140303a_PL2017,AJ_hi, 1,46,1.507081
3,210_KAN_evDB_20140303a_PL2017,AJ_hm, 1,46,1.058239
3,210_KAN_evDB_20140303a_PL2017,AJ_lm, 1,46,0.797400
3,210_KAN_evDB_20140303a_PL2017,AJ_lo, 1,46,-0.561469
3,210_KAN_evDB_20140303a_PL2017,V_hi, 1,46,2.061151
3,210_KAN_evDB_20140303a_PL2017,V_hm, 1,46,3.444388
3,210_KAN_evDB_20140303a_PL2017,V_lm, 1,46,1.943051
3,210_KAN_evDB_20140303a_PL2017,V_lo, 1,46,1.999425
3,210_KAN_evDB_20140303a_PL2017,AV_hi, 1,46,-1.001488
3,210_KAN_evDB_20140303a_PL2017,AV_hm, 1,46,0.770358
3,210_KAN_evDB_20140303a_PL2017,AV_lm, 1,46,2.657237
3,210_KAN_evDB_20140303a_PL2017,AV_lo, 1,46,1.130571
3,210_KAN_evDB_20140303a_PL2017,FW_hi, 1,46,2.898561
3,210_KAN_evDB_20140303a_PL2017,FW_lo, 1,46,2.546002
3,211_KAN_evDB_20140303b_PL2017,N_hi, 1,46,1.709168
3,211_KAN_evDB_20140303b_PL2017,N_hm, 1,46,-0.359603
3,211_KAN_evDB_20140303b_PL2017,N_lm, 1,46,1.360403
3,211_KAN_evDB_20140303b_PL2017,N_lo, 1,46,0.219751
3,211_KAN_evDB_20140303b_PL2017,AJ_hi, 1,46,-0.861993
3,211_KAN_evDB_20140303b_PL2017,AJ_hm, 1,46,-0.803436
3,211_KAN_evDB_20140303b_PL2017,AJ_lm, 1,46,2.616708
3,211_KAN_evDB_20140303b_PL2017,AJ_lo, 1,46,3.329235
3,211_KAN_evDB_20140303b_PL2017,V_hi, 1,46,2.140408
3,211_KAN_evDB_20140303b_PL2017,V_hm, 1,46,2.716014
3,211_KAN_evDB_20140303b_PL2017,V_lm, 1,46,0.968000
3,211_KAN_evDB_20140303b_PL2017,V_lo, 1,46,2.000307
3,211_KAN_evDB_20140303b_PL2017,AV_hi, 1,46,2.200630
3,211_KAN_evDB_20140303b_PL2017,AV_hm, 1,46,4.281354
3,211_KAN_evDB_20140303b_PL2017,AV_lm, 1,46,1.885944
3,211_KAN_evDB_20140303b_PL2017,AV_lo, 1,46,1.405131
3,211_KAN_evDB_20140303b_PL2017,FW_hi, 1,46,0.958278
3,211_KAN_evDB_20140303b_PL2017,FW_lo, 1,46,2.797909
3,221_KAN_evDB_20140808_PL2017,N_hi, 1,46,2.522114
3,221_KAN_evDB_20140808_PL2017,N_hm, 1,46,-0.840766
3,221_KAN_evDB_20140808_PL2017,N_lm, 1,46,0.458920
3,221_KAN_evDB_20140808_PL2017,N_lo, 1,46,3.232584
3,221_KAN_evDB_20140808_PL2017,AJ_hi, 1,46,0.104911
3,221_KAN_evDB_20140808_PL2017,AJ_hm, 1,46,1.587393
3,221_KAN_evDB_20140808_PL2017,AJ_lm, 1,46,0.548702
3,221_KAN_evDB_20140808_PL2017,AJ_lo, 1,46,-0.438127
3,221_KAN_evDB_20140808_PL2017,V_hi, 1,46,1.804723
3,221_KAN_evDB_20140808_PL2017,V_hm, 1,46,3.673869
3,221_KAN_evDB_20140808_PL2017,V_lm, 1,46,-0.683876
3,221_KAN_evDB_20140808_PL2017,V_lo, 1,46,0.347179
3,221_KAN_evDB_20140808_PL2017,AV_hi, 1,46,-0.016463
3,221_KAN_evDB_20140808_PL2017,AV_hm, 1,46,-0.668130
3,221_KAN_evDB_20140808_PL2017,AV_lm, 1,46,1.592356
3,221_KAN_evDB_20140808_PL2017,AV_lo, 1,46,1.101310
3,221_KAN_evDB_20140808_PL2017,FW_hi, 1,46,0.196624
3,221_KAN_evDB_20140808_PL2017,FW_lo, 1,46,1.907736
3,223_KAN_evDB_20140820a_PL2017,N_hi, 1,46,4.653454
3,223_KAN_evDB_20140820a_PL2017,N_hm, 1,46,-1.174301
3,223_KAN_evDB_20140820a_PL2017,N_lm, 1,46,0.602205
3,223_KAN_evDB_20140820a_PL2017,N_lo, 1,46,6.025955
3,223_KAN_evDB_20140820a_PL2017,AJ_hi, 1,46,3.940198
3,223_KAN_evDB_20140820a_PL2017,AJ_hm, 1,46,5.402306
3,223_KAN_evDB_20140820a_PL2017,AJ_lm, 1,46,0.266114
3,223_KAN_evDB_20140820a_PL2017,AJ_lo, 1,46,-1.547894
3,223_KAN_evDB_20140820a_PL2017,V_hi, 1,46,3.861598
3,223_KAN_evDB_20140820a_PL2017,V_hm, 1,46,4.374659
3,223_KAN_evDB_20140820a_PL2017,V_lm, 1,46,1.300934
3,223_KAN_evDB_20140820a_PL2017,V_lo, 1,46,-2.431972
3,223_KAN_evDB_20140820a_PL2017,AV_hi, 1,46,-0.551653
3,223_KAN_evDB_20140820a_PL2017,AV_hm, 1,46,0.626298
3,223_KAN_evDB_20140820a_PL2017,AV_lm, 1,46,3.324588
3,223_KAN_evDB_20140820a_PL2017,AV_lo, 1,46,3.671560
3,223_KAN_evDB_20140820a_PL2017,FW_hi, 1,46,-0.331484
3,223_KAN_evDB_20140820a_PL2017,FW_lo, 1,46,3.713306
3,214_KAN_evDB_20141103b_PL2017,N_hi, 1,46,0.365965
3,214_KAN_evDB_20141103b_PL2017,N_hm, 1,46,0.210658
3,214_KAN_evDB_20141103b_PL2017,N_lm, 1,46,0.226912
3,214_KAN_evDB_20141103b_PL2017,N_lo, 1,46,1.153030
3,214_KAN_evDB_20141103b_PL2017,AJ_hi, 1,46,0.905765
3,214_KAN_evDB_20141103b_PL2017,AJ_hm, 1,46,1.758098
3,214_KAN_evDB_20141103b_PL2017,AJ_lm, 1,46,0.067332
3,214_KAN_evDB_20141103b_PL2017,AJ_lo, 1,46,0.312040
3,214_KAN_evDB_20141103b_PL2017,V_hi, 1,46,0.499233
3,214_KAN_evDB_20141103b_PL2017,V_hm, 1,46,-0.251324
3,214_KAN_evDB_20141103b_PL2017,V_lm, 1,46,-0.309768
3,214_KAN_evDB_20141103b_PL2017,V_lo, 1,46,-0.083289
3,214_KAN_evDB_20141103b_PL2017,AV_hi, 1,46,0.389891
3,214_KAN_evDB_20141103b_PL2017,AV_hm, 1,46,0.626401
3,214_KAN_evDB_20141103b_PL2017,AV_lm, 1,46,0.568747
3,214_KAN_evDB_20141103b_PL2017,AV_lo, 1,46,0.609134
3,214_KAN_evDB_20141103b_PL2017,FW_hi, 1,46,-0.319104
3,214_KAN_evDB_20141103b_PL2017,FW_lo, 1,46,1.628854
3,240_KAN_evDB_20141103a_PL2017,N_hi, 1,46,2.004556
3,240_KAN_evDB_20141103a_PL2017,N_hm, 1,46,0.750812
3,240_KAN_evDB_20141103a_PL2017,N_lm, 1,46,1.151555
3,240_KAN_evDB_20141103a_PL2017,N_lo, 1,46,-1.376956
3,240_KAN_evDB_20141103a_PL2017,AJ_hi, 1,46,-1.327123
3,240_KAN_evDB_20141103a_PL2017,AJ_hm, 1,46,1.179419
3,240_KAN_evDB_20141103a_PL2017,AJ_lm, 1,46,0.181188
3,240_KAN_evDB_20141103a_PL2017,AJ_lo, 1,46,0.132190
3,240_KAN_evDB_20141103a_PL2017,V_hi, 1,46,-0.135229
3,240_KAN_evDB_20141103a_PL2017,V_hm, 1,46,-1.896211
3,240_KAN_evDB_20141103a_PL2017,V_lm, 1,46,2.408896
3,240_KAN_evDB_20141103a_PL2017,V_lo, 1,46,3.331442
3,240_KAN_evDB_20141103a_PL2017,AV_hi, 1,46,-1.904018
3,240_KAN_evDB_20141103a_PL2017,AV_hm, 1,46,-1.311907
3,240_KAN_evDB_20141103a_PL2017,AV_lm, 1,46,2.242820
3,240_KAN_evDB_20141103a_PL2017,AV_lo, 1,46,1.037729
3,240_KAN_evDB_20141103a_PL2017,FW_hi, 1,46,4.634005
3,240_KAN_evDB_20141103a_PL2017,FW_lo, 1,46,-2.079401
3,227_KAN_evDB_20141201c2_PL2017,N_hi, 1,46,0.892732
3,227_KAN_evDB_20141201c2_PL2017,N_hm, 1,46,1.755059
3,227_KAN_evDB_20141201c2_PL2017,N_lm, 1,46,2.298386
3,227_KAN_evDB_20141201c2_PL2017,N_lo, 1,46,3.656099
3,227_KAN_evDB_20141201c2_PL2017,AJ_hi, 1,46,1.932806
3,227_KAN_evDB_20141201c2_PL2017,AJ_hm, 1,46,-0.376917
